Character,Rarity,Skill Name,Skill Level,Skill Description,SP Cost,Initial SP,Skill Duration,Charging Type
,,,5,"Attack +{{atk}:.0%}, Defense +{{def}:.0%}. Slice all enemies 1 tile ahead using her shield",56,23,25,
,,,6,"Attack +{{atk}:.0%}, Defense +{{def}:.0%}. Slice all enemies 1 tile ahead using her shield",55,23,25,
,,,7,"Attack +{{atk}:.0%}, Defense +{{def}:.0%}. Slice all enemies 1 tile ahead using her shield",54,26,25,
,,,8,"Attack +{{atk}:.0%}, Defense +{{def}:.0%}. Slice all enemies 1 tile ahead using her shield",53,27,25,
,,,9,"Attack +{{atk}:.0%}, Defense +{{def}:.0%}. Slice all enemies 1 tile ahead using her shield",52,28,25,
,,,10,"Attack +{{atk}:.0%}, Defense +{{def}:.0%}. Slice all enemies 1 tile ahead using her shield",50,30,25,
Saria,6,First Aid,1,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges,6,0,0,Regen over time
,,,2,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges,6,0,0,
,,,3,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges,6,0,0,
,,,4,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges,5,0,0,
,,,5,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges,5,0,0,
,,,6,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges,5,0,0,
,,,7,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges,5,0,0,
,,,8,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges,4,0,0,
,,,9,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges,4,0,0,
,,,10,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges,4,0,0,
Saria,6,Medicine Preparation,1,Heal all allies within a certain range for {{heal_scale}:.0%} of Saria's Attack,10,0,0,Regen over time
,,,2,Heal all allies within a certain range for {{heal_scale}:.0%} of Saria's Attack,10,0,0,
,,,3,Heal all allies within a certain range for {{heal_scale}:.0%} of Saria's Attack,10,0,0,
,,,4,Heal all allies within a certain range for {{heal_scale}:.0%} of Saria's Attack,9,0,0,
,,,5,Heal all allies within a certain range for {{heal_scale}:.0%} of Saria's Attack,9,0,0,
,,,6,Heal all allies within a certain range for {{heal_scale}:.0%} of Saria's Attack,9,0,0,
,,,7,Heal all allies within a certain range for {{heal_scale}:.0%} of Saria's Attack,8,0,0,
,,,8,Heal all allies within a certain range for {{heal_scale}:.0%} of Saria's Attack,8,0,0,
,,,9,Heal all allies within a certain range for {{heal_scale}:.0%} of Saria's Attack,8,0,0,
,,,10,Heal all allies within a certain range for {{heal_scale}:.0%} of Saria's Attack,7,0,0,
Saria,6,Calcification,1,"All nearby allies are healed for {{attack@heal_scale}:.0%} of Saria's Attack every second. Additionally, all nearby enemies receive +{{fake.b}:.0%} magic damage taken and {{demkni_s_3.move_speed}:.0%} movement speed",80,45,10,Regen over time
,,,2,"All nearby allies are healed for {{attack@heal_scale}:.0%} of Saria's Attack every second. Additionally, all nearby enemies receive +{{fake.b}:.0%} magic damage taken and {{demkni_s_3.move_speed}:.0%} movement speed",80,45,12,
,,,3,"All nearby allies are healed for {{attack@heal_scale}:.0%} of Saria's Attack every second. Additionally, all nearby enemies receive +{{fake.b}:.0%} magic damage taken and {{demkni_s_3.move_speed}:.0%} movement speed",80,45,14,
,,,4,"All nearby allies are healed for {{attack@heal_scale}:.0%} of Saria's Attack every second. Additionally, all nearby enemies receive +{{fake.b}:.0%} magic damage taken and {{demkni_s_3.move_speed}:.0%} movement speed",80,50,16,
,,,5,"All nearby allies are healed for {{attack@heal_scale}:.0%} of Saria's Attack every second. Additionally, all nearby enemies receive +{{fake.b}:.0%} magic damage taken and {{demkni_s_3.move_speed}:.0%} movement speed",80,50,18,
,,,6,"All nearby allies are healed for {{attack@heal_scale}:.0%} of Saria's Attack every second. Additionally, all nearby enemies receive +{{fake.b}:.0%} magic damage taken and {{demkni_s_3.move_speed}:.0%} movement speed",80,50,20,
,,,7,"All nearby allies are healed for {{attack@heal_scale}:.0%} of Saria's Attack every second. Additionally, all nearby enemies receive +{{fake.b}:.0%} magic damage taken and {{demkni_s_3.move_speed}:.0%} movement speed",80,55,22,
,,,8,"All nearby allies are healed for {{attack@heal_scale}:.0%} of Saria's Attack every second. Additionally, all nearby enemies receive +{{fake.b}:.0%} magic damage taken and {{demkni_s_3.move_speed}:.0%} movement speed",80,60,24,
,,,9,"All nearby allies are healed for {{attack@heal_scale}:.0%} of Saria's Attack every second. Additionally, all nearby enemies receive +{{fake.b}:.0%} magic damage taken and {{demkni_s_3.move_speed}:.0%} movement speed",80,65,27,
,,,10,"All nearby allies are healed for {{attack@heal_scale}:.0%} of Saria's Attack every second. Additionally, all nearby enemies receive +{{fake.b}:.0%} magic damage taken and {{demkni_s_3.move_speed}:.0%} movement speed",80,70,30,
