Character,Rarity,SkillId,Skill Name,Skill Level,SP Cost,Initial SP,Skill Duration,Charging Type,Skill Description,o,o,o
,,,,2,6,0,0,,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,3,6,0,0,,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,4,5,0,0,,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,5,5,0,0,,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,6,5,0,0,,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,7,5,0,0,,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,8,4,0,0,,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,9,4,0,0,,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,10,4,0,0,,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack power. Can hold {{ct}:.0f} charge(s),,,
Saria,6,skchr_demkni_2,Medicine Preparation,1,10,0,0,Regen over time,Heal all allies within a certain range for {{heal_scale}:.0%} of Saria's Attack power,,,
,,,,2,10,0,0,,Heal all allies within a certain range for {{heal_scale}:.0%} of Saria's Attack power,,,
,,,,3,10,0,0,,Heal all allies within a certain range for {{heal_scale}:.0%} of Saria's Attack power,,,
,,,,4,9,0,0,,Heal all allies within a certain range for {{heal_scale}:.0%} of Saria's Attack power,,,
,,,,5,9,0,0,,Heal all allies within a certain range for {{heal_scale}:.0%} of Saria's Attack power,,,
,,,,6,9,0,0,,Heal all allies within a certain range for {{heal_scale}:.0%} of Saria's Attack power,,,
,,,,7,8,0,0,,Heal all allies within a certain range for {{heal_scale}:.0%} of Saria's Attack power,,,
,,,,8,8,0,0,,Heal all allies within a certain range for {{heal_scale}:.0%} of Saria's Attack power,,,
,,,,9,8,0,0,,Heal all allies within a certain range for {{heal_scale}:.0%} of Saria's Attack power,,,
,,,,10,7,0,0,,Heal all allies within a certain range for {{heal_scale}:.0%} of Saria's Attack power,,,
Saria,6,skchr_demkni_3,Calcification,1,80,45,10,Regen over time,"All nearby allies are healed for {{attack@heal_scale}:.0%} of Saria's Attack power every second. Additionally, all nearby enemies receive +{{fake.b}:.0%} magic damage and {{demkni_s_3.move_speed}:.0%} movement speed",,,
,,,,2,80,45,12,,"All nearby allies are healed for {{attack@heal_scale}:.0%} of Saria's Attack power every second. Additionally, all nearby enemies receive +{{fake.b}:.0%} magic damage and {{demkni_s_3.move_speed}:.0%} movement speed",,,
,,,,3,80,45,14,,"All nearby allies are healed for {{attack@heal_scale}:.0%} of Saria's Attack power every second. Additionally, all nearby enemies receive +{{fake.b}:.0%} magic damage and {{demkni_s_3.move_speed}:.0%} movement speed",,,
,,,,4,80,50,16,,"All nearby allies are healed for {{attack@heal_scale}:.0%} of Saria's Attack power every second. Additionally, all nearby enemies receive +{{fake.b}:.0%} magic damage and {{demkni_s_3.move_speed}:.0%} movement speed",,,
,,,,5,80,50,18,,"All nearby allies are healed for {{attack@heal_scale}:.0%} of Saria's Attack power every second. Additionally, all nearby enemies receive +{{fake.b}:.0%} magic damage and {{demkni_s_3.move_speed}:.0%} movement speed",,,
,,,,6,80,50,20,,"All nearby allies are healed for {{attack@heal_scale}:.0%} of Saria's Attack power every second. Additionally, all nearby enemies receive +{{fake.b}:.0%} magic damage and {{demkni_s_3.move_speed}:.0%} movement speed",,,
,,,,7,80,55,22,,"All nearby allies are healed for {{attack@heal_scale}:.0%} of Saria's Attack power every second. Additionally, all nearby enemies receive +{{fake.b}:.0%} magic damage and {{demkni_s_3.move_speed}:.0%} movement speed",,,
,,,,8,80,60,24,,"All nearby allies are healed for {{attack@heal_scale}:.0%} of Saria's Attack power every second. Additionally, all nearby enemies receive +{{fake.b}:.0%} magic damage and {{demkni_s_3.move_speed}:.0%} movement speed",,,
,,,,9,80,65,27,,"All nearby allies are healed for {{attack@heal_scale}:.0%} of Saria's Attack power every second. Additionally, all nearby enemies receive +{{fake.b}:.0%} magic damage and {{demkni_s_3.move_speed}:.0%} movement speed",,,
,,,,10,80,70,30,,"All nearby allies are healed for {{attack@heal_scale}:.0%} of Saria's Attack power every second. Additionally, all nearby enemies receive +{{fake.b}:.0%} magic damage and {{demkni_s_3.move_speed}:.0%} movement speed",,,
Melantha,3,skcom_atk_up[1],Attack Strengthening·Type α,1,50,0,20,Regen over time,Attack power +{{atk}:.0%},,,
,,,,2,50,0,20,,Attack power +{{atk}:.0%},,,
,,,,3,50,0,20,,Attack power +{{atk}:.0%},,,
,,,,4,45,0,20,,Attack power +{{atk}:.0%},,,
,,,,5,45,0,20,,Attack power +{{atk}:.0%},,,
,,,,6,45,0,20,,Attack power +{{atk}:.0%},,,
,,,,7,40,0,20,,Attack power +{{atk}:.0%},,,
Dobermann,4,skchr_doberm_1,Powerful Strike·Type β,1,5,0,0,Regen on attack,The next attack deals {{atk_scale}:.0%} damage,,,
,,,,2,5,0,0,,The next attack deals {{atk_scale}:.0%} damage,,,
,,,,3,5,0,0,,The next attack deals {{atk_scale}:.0%} damage,,,
,,,,4,4,0,0,,The next attack deals {{atk_scale}:.0%} damage,,,
,,,,5,4,0,0,,The next attack deals {{atk_scale}:.0%} damage,,,
,,,,6,4,0,0,,The next attack deals {{atk_scale}:.0%} damage,,,
,,,,7,4,0,0,,The next attack deals {{atk_scale}:.0%} damage,,,
,,,,8,4,0,0,,The next attack deals {{atk_scale}:.0%} damage,,,
,,,,9,4,0,0,,The next attack deals {{atk_scale}:.0%} damage,,,
,,,,10,3,0,0,,The next attack deals {{atk_scale}:.0%} damage,,,
Dobermann,4,skchr_doberm_2,Supervision,1,80,30,25,Regen over time,"Attack power +{{atk}:.0%}, Increase effect of self talent by {talent_scale}x",,,
,,,,2,79,30,25,,"Attack power +{{atk}:.0%}, Increase effect of self talent by {talent_scale}x",,,
,,,,3,78,30,25,,"Attack power +{{atk}:.0%}, Increase effect of self talent by {talent_scale}x",,,
,,,,4,77,32,25,,"Attack power +{{atk}:.0%}, Increase effect of self talent by {talent_scale}x",,,
,,,,5,76,32,25,,"Attack power +{{atk}:.0%}, Increase effect of self talent by {talent_scale}x",,,
,,,,6,75,32,25,,"Attack power +{{atk}:.0%}, Increase effect of self talent by {talent_scale}x",,,
,,,,7,74,34,25,,"Attack power +{{atk}:.0%}, Increase effect of self talent by {talent_scale}x",,,
,,,,8,73,36,25,,"Attack power +{{atk}:.0%}, Increase effect of self talent by {talent_scale}x",,,
,,,,9,72,38,25,,"Attack power +{{atk}:.0%}, Increase effect of self talent by {talent_scale}x",,,
,,,,10,70,40,25,,"Attack power +{{atk}:.0%}, Increase effect of self talent by {talent_scale}x",,,
Matoimaru,4,skcom_heal_self[2],Health Recovery·Type β,1,30,0,0,Regen over time,Immediately recover {{heal_scale}:.0%} of Max HP,,,
,,,,2,29,0,0,,Immediately recover {{heal_scale}:.0%} of Max HP,,,
,,,,3,28,0,0,,Immediately recover {{heal_scale}:.0%} of Max HP,,,
,,,,4,27,3,0,,Immediately recover {{heal_scale}:.0%} of Max HP,,,
,,,,5,26,3,0,,Immediately recover {{heal_scale}:.0%} of Max HP,,,
,,,,6,25,3,0,,Immediately recover {{heal_scale}:.0%} of Max HP,,,
,,,,7,24,7,0,,Immediately recover {{heal_scale}:.0%} of Max HP,,,
,,,,8,23,8,0,,Immediately recover {{heal_scale}:.0%} of Max HP,,,
,,,,9,22,9,0,,Immediately recover {{heal_scale}:.0%} of Max HP,,,
,,,,10,20,10,0,,Immediately recover {{heal_scale}:.0%} of Max HP,,,
Matoimaru,4,skchr_gyuki_2,Demon Strength,1,35,0,10,Regen over time,"Reduce self Defense power to 0, Attack power +{{atk}:.0%}",,,
,,,,2,35,0,10,,"Reduce self Defense power to 0, Attack power +{{atk}:.0%}",,,
,,,,3,35,0,10,,"Reduce self Defense power to 0, Attack power +{{atk}:.0%}",,,
,,,,4,32,0,11,,"Reduce self Defense power to 0, Attack power +{{atk}:.0%}",,,
,,,,5,32,0,11,,"Reduce self Defense power to 0, Attack power +{{atk}:.0%}",,,
,,,,6,32,0,11,,"Reduce self Defense power to 0, Attack power +{{atk}:.0%}",,,
,,,,7,29,5,12,,"Reduce self Defense power to 0, Attack power +{{atk}:.0%}",,,
,,,,8,28,6,13,,"Reduce self Defense power to 0, Attack power +{{atk}:.0%}",,,
,,,,9,27,7,14,,"Reduce self Defense power to 0, Attack power +{{atk}:.0%}",,,
,,,,10,25,10,15,,"Reduce self Defense power to 0, Attack power +{{atk}:.0%}",,,
Frostleaf,4,skchr_frostl_1,Frosty Spear,1,5,0,-1,Regen over time,The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds,,,
,,,,2,5,0,-1,,The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds,,,
,,,,3,5,0,-1,,The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds,,,
,,,,4,4,0,-1,,The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds,,,
,,,,5,4,0,-1,,The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds,,,
,,,,6,4,0,-1,,The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds,,,
,,,,7,4,0,-1,,The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds,,,
,,,,8,3,0,-1,,The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds,,,
,,,,9,3,0,-1,,The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds,,,
,,,,10,3,0,-1,,The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds,,,
Frostleaf,4,skchr_frostl_2,Freezing Spear,1,60,0,25,Regen over time,Attack speed +{{attack_speed}:.0f}. Every attack inflicts {{move_speed}:.0%} movement speed and has {{prob}:.0%} chance to freeze the target (unable to move) for {debuff} seconds,,,
,,,,2,59,0,25,,Attack speed +{{attack_speed}:.0f}. Every attack inflicts {{move_speed}:.0%} movement speed and has {{prob}:.0%} chance to freeze the target (unable to move) for {debuff} seconds,,,
,,,,3,58,0,25,,Attack speed +{{attack_speed}:.0f}. Every attack inflicts {{move_speed}:.0%} movement speed and has {{prob}:.0%} chance to freeze the target (unable to move) for {debuff} seconds,,,
,,,,4,57,0,25,,Attack speed +{{attack_speed}:.0f}. Every attack inflicts {{move_speed}:.0%} movement speed and has {{prob}:.0%} chance to freeze the target (unable to move) for {debuff} seconds,,,
,,,,5,56,0,25,,Attack speed +{{attack_speed}:.0f}. Every attack inflicts {{move_speed}:.0%} movement speed and has {{prob}:.0%} chance to freeze the target (unable to move) for {debuff} seconds,,,
,,,,6,55,0,25,,Attack speed +{{attack_speed}:.0f}. Every attack inflicts {{move_speed}:.0%} movement speed and has {{prob}:.0%} chance to freeze the target (unable to move) for {debuff} seconds,,,
,,,,7,54,0,25,,Attack speed +{{attack_speed}:.0f}. Every attack inflicts {{move_speed}:.0%} movement speed and has {{prob}:.0%} chance to freeze the target (unable to move) for {debuff} seconds,,,
,,,,8,53,0,25,,Attack speed +{{attack_speed}:.0f}. Every attack inflicts {{move_speed}:.0%} movement speed and has {{prob}:.0%} chance to freeze the target (unable to move) for {debuff} seconds,,,
,,,,9,52,0,25,,Attack speed +{{attack_speed}:.0f}. Every attack inflicts {{move_speed}:.0%} movement speed and has {{prob}:.0%} chance to freeze the target (unable to move) for {debuff} seconds,,,
,,,,10,50,0,25,,Attack speed +{{attack_speed}:.0f}. Every attack inflicts {{move_speed}:.0%} movement speed and has {{prob}:.0%} chance to freeze the target (unable to move) for {debuff} seconds,,,
Estelle,4,skcom_atk_up[2],Attack Strengthening·Type β,1,40,0,25,Regen over time,Attack power +{{atk}:.0%},,,
,,,,2,40,0,25,,Attack power +{{atk}:.0%},,,
,,,,3,40,0,25,,Attack power +{{atk}:.0%},,,
,,,,4,37,0,25,,Attack power +{{atk}:.0%},,,
,,,,5,37,0,25,,Attack power +{{atk}:.0%},,,
,,,,6,37,0,25,,Attack power +{{atk}:.0%},,,
,,,,7,37,5,25,,Attack power +{{atk}:.0%},,,
,,,,8,37,5,25,,Attack power +{{atk}:.0%},,,
,,,,9,37,5,25,,Attack power +{{atk}:.0%},,,
,,,,10,35,10,25,,Attack power +{{atk}:.0%},,,
Estelle,4,skchr_estell_2,Self-sacrifice,1,25,10,15,Regen when attacked,"Attack power +{{atk}:.0%}, Become unable to be healed by other operators",,,
,,,,2,25,10,15,,"Attack power +{{atk}:.0%}, Become unable to be healed by other operators",,,
,,,,3,25,10,15,,"Attack power +{{atk}:.0%}, Become unable to be healed by other operators",,,
,,,,4,24,10,15,,"Attack power +{{atk}:.0%}, Become unable to be healed by other operators",,,
,,,,5,24,10,15,,"Attack power +{{atk}:.0%}, Become unable to be healed by other operators",,,
,,,,6,24,10,15,,"Attack power +{{atk}:.0%}, Become unable to be healed by other operators",,,
,,,,7,23,10,15,,"Attack power +{{atk}:.0%}, Become unable to be healed by other operators",,,
,,,,8,22,10,15,,"Attack power +{{atk}:.0%}, Become unable to be healed by other operators",,,
,,,,9,21,10,15,,"Attack power +{{atk}:.0%}, Become unable to be healed by other operators",,,
,,,,10,20,10,15,,"Attack power +{{atk}:.0%}, Become unable to be healed by other operators",,,
Mousse,4,skchr_frncat_1,Cat Scratch,1,6,0,0,Regen on attack,The next attack deals +{{atk}:.0%} damage and inflicts {{frncat_s_1[debuff].atk}:.0%} attack power to the target for {frncat_s_1[debuff].duration} seconds,,,
,,,,2,6,0,0,,The next attack deals +{{atk}:.0%} damage and inflicts {{frncat_s_1[debuff].atk}:.0%} attack power to the target for {frncat_s_1[debuff].duration} seconds,,,
,,,,3,6,0,0,,The next attack deals +{{atk}:.0%} damage and inflicts {{frncat_s_1[debuff].atk}:.0%} attack power to the target for {frncat_s_1[debuff].duration} seconds,,,
,,,,4,5,0,0,,The next attack deals +{{atk}:.0%} damage and inflicts {{frncat_s_1[debuff].atk}:.0%} attack power to the target for {frncat_s_1[debuff].duration} seconds,,,
,,,,5,5,0,0,,The next attack deals +{{atk}:.0%} damage and inflicts {{frncat_s_1[debuff].atk}:.0%} attack power to the target for {frncat_s_1[debuff].duration} seconds,,,
,,,,6,5,0,0,,The next attack deals +{{atk}:.0%} damage and inflicts {{frncat_s_1[debuff].atk}:.0%} attack power to the target for {frncat_s_1[debuff].duration} seconds,,,
,,,,7,5,0,0,,The next attack deals +{{atk}:.0%} damage and inflicts {{frncat_s_1[debuff].atk}:.0%} attack power to the target for {frncat_s_1[debuff].duration} seconds,,,
,,,,8,5,0,0,,The next attack deals +{{atk}:.0%} damage and inflicts {{frncat_s_1[debuff].atk}:.0%} attack power to the target for {frncat_s_1[debuff].duration} seconds,,,
,,,,9,5,0,0,,The next attack deals +{{atk}:.0%} damage and inflicts {{frncat_s_1[debuff].atk}:.0%} attack power to the target for {frncat_s_1[debuff].duration} seconds,,,
,,,,10,4,0,0,,The next attack deals +{{atk}:.0%} damage and inflicts {{frncat_s_1[debuff].atk}:.0%} attack power to the target for {frncat_s_1[debuff].duration} seconds,,,
Mousse,4,skchr_frncat_2,Bristling Fur,1,80,20,40,Regen over time,Attack and Defense power +{{atk}:.0%},,,
,,,,2,80,21,40,,Attack and Defense power +{{atk}:.0%},,,
,,,,3,80,22,40,,Attack and Defense power +{{atk}:.0%},,,
,,,,4,80,25,40,,Attack and Defense power +{{atk}:.0%},,,
,,,,5,80,26,40,,Attack and Defense power +{{atk}:.0%},,,
,,,,6,80,27,40,,Attack and Defense power +{{atk}:.0%},,,
,,,,7,80,30,40,,Attack and Defense power +{{atk}:.0%},,,
,,,,8,80,35,40,,Attack and Defense power +{{atk}:.0%},,,
,,,,9,80,40,40,,Attack and Defense power +{{atk}:.0%},,,
,,,,10,80,45,40,,Attack and Defense power +{{atk}:.0%},,,
Franka,5,skcom_quickattack[3],Swift Strike·Type γ,1,45,0,35,Regen over time,"Attack power +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}",,,
,,,,2,44,0,35,,"Attack power +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}",,,
,,,,3,43,0,35,,"Attack power +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}",,,
,,,,4,42,5,35,,"Attack power +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}",,,
,,,,5,41,5,35,,"Attack power +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}",,,
,,,,6,40,5,35,,"Attack power +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}",,,
,,,,7,39,10,35,,"Attack power +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}",,,
,,,,8,38,10,35,,"Attack power +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}",,,
,,,,9,37,10,35,,"Attack power +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}",,,
,,,,10,35,15,35,,"Attack power +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}",,,
Franka,5,skchr_franka_2,Extreme Sharpness,1,20,0,20,Regen over time,"Reduce Defense power to 0, Attack power +{{atk}:.0%}, Increase activation chance of defense-ignore talent by {talent_scale}x",,,
,,,,2,20,0,20,,"Reduce Defense power to 0, Attack power +{{atk}:.0%}, Increase activation chance of defense-ignore talent by {talent_scale}x",,,
,,,,3,20,0,20,,"Reduce Defense power to 0, Attack power +{{atk}:.0%}, Increase activation chance of defense-ignore talent by {talent_scale}x",,,
,,,,4,20,0,23,,"Reduce Defense power to 0, Attack power +{{atk}:.0%}, Increase activation chance of defense-ignore talent by {talent_scale}x",,,
,,,,5,20,0,23,,"Reduce Defense power to 0, Attack power +{{atk}:.0%}, Increase activation chance of defense-ignore talent by {talent_scale}x",,,
,,,,6,20,0,23,,"Reduce Defense power to 0, Attack power +{{atk}:.0%}, Increase activation chance of defense-ignore talent by {talent_scale}x",,,
,,,,7,20,5,26,,"Reduce Defense power to 0, Attack power +{{atk}:.0%}, Increase activation chance of defense-ignore talent by {talent_scale}x",,,
,,,,8,20,5,27,,"Reduce Defense power to 0, Attack power +{{atk}:.0%}, Increase activation chance of defense-ignore talent by {talent_scale}x",,,
,,,,9,20,5,28,,"Reduce Defense power to 0, Attack power +{{atk}:.0%}, Increase activation chance of defense-ignore talent by {talent_scale}x",,,
,,,,10,20,10,30,,"Reduce Defense power to 0, Attack power +{{atk}:.0%}, Increase activation chance of defense-ignore talent by {talent_scale}x",,,
Indra,5,skchr_tiger_1,Armor-crushing Fist,1,4,0,0,Regen on attack,The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy defense,,,
,,,,2,4,0,0,,The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy defense,,,
,,,,3,4,0,0,,The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy defense,,,
,,,,4,4,0,0,,The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy defense,,,
,,,,5,4,0,0,,The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy defense,,,
,,,,6,4,0,0,,The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy defense,,,
,,,,7,4,0,0,,The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy defense,,,
,,,,8,4,0,0,,The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy defense,,,
,,,,9,4,0,0,,The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy defense,,,
,,,,10,4,0,0,,The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy defense,,,
Indra,5,skchr_tiger_2,Soul Rend,1,50,0,25,Regen over time,"Attack power +{{atk}:.0%}, change damage type to magical damage, every attack recovers {{heal_scale}:.0%} of the damage dealt",,,
,,,,2,50,0,25,,"Attack power +{{atk}:.0%}, change damage type to magical damage, every attack recovers {{heal_scale}:.0%} of the damage dealt",,,
,,,,3,50,0,25,,"Attack power +{{atk}:.0%}, change damage type to magical damage, every attack recovers {{heal_scale}:.0%} of the damage dealt",,,
,,,,4,50,5,25,,"Attack power +{{atk}:.0%}, change damage type to magical damage, every attack recovers {{heal_scale}:.0%} of the damage dealt",,,
,,,,5,50,5,25,,"Attack power +{{atk}:.0%}, change damage type to magical damage, every attack recovers {{heal_scale}:.0%} of the damage dealt",,,
,,,,6,50,5,25,,"Attack power +{{atk}:.0%}, change damage type to magical damage, every attack recovers {{heal_scale}:.0%} of the damage dealt",,,
,,,,7,50,10,25,,"Attack power +{{atk}:.0%}, change damage type to magical damage, every attack recovers {{heal_scale}:.0%} of the damage dealt",,,
,,,,8,50,15,25,,"Attack power +{{atk}:.0%}, change damage type to magical damage, every attack recovers {{heal_scale}:.0%} of the damage dealt",,,
,,,,9,50,20,25,,"Attack power +{{atk}:.0%}, change damage type to magical damage, every attack recovers {{heal_scale}:.0%} of the damage dealt",,,
,,,,10,50,25,25,,"Attack power +{{atk}:.0%}, change damage type to magical damage, every attack recovers {{heal_scale}:.0%} of the damage dealt",,,
Lappland,5,skchr_whitew_1,Sundial,1,40,0,-1,Regen on attack,"Attack power +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration",,,
,,,,2,40,0,-1,,"Attack power +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration",,,
,,,,3,40,0,-1,,"Attack power +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration",,,
,,,,4,37,0,-1,,"Attack power +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration",,,
,,,,5,37,0,-1,,"Attack power +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration",,,
,,,,6,37,0,-1,,"Attack power +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration",,,
,,,,7,33,0,-1,,"Attack power +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration",,,
,,,,8,32,0,-1,,"Attack power +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration",,,
,,,,9,31,0,-1,,"Attack power +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration",,,
,,,,10,30,0,-1,,"Attack power +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration",,,
Lappland,5,skchr_whitew_2,Wolf Spirit,1,30,0,15,Regen on attack,"Attack power +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack power. Automatic activation",,,
,,,,2,29,0,15,,"Attack power +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack power. Automatic activation",,,
,,,,3,28,0,15,,"Attack power +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack power. Automatic activation",,,
,,,,4,27,0,15,,"Attack power +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack power. Automatic activation",,,
,,,,5,26,0,15,,"Attack power +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack power. Automatic activation",,,
,,,,6,25,0,15,,"Attack power +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack power. Automatic activation",,,
,,,,7,24,0,17,,"Attack power +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack power. Automatic activation",,,
,,,,8,22,0,17,,"Attack power +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack power. Automatic activation",,,
,,,,9,20,0,17,,"Attack power +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack power. Automatic activation",,,
,,,,10,17,0,20,,"Attack power +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack power. Automatic activation",,,
Specter,5,skcom_atk_up[3],Attack Strengthening·Type γ,1,40,0,30,Regen over time,Attack power +{{atk}:.0%},,,
,,,,2,40,0,30,,Attack power +{{atk}:.0%},,,
,,,,3,40,0,30,,Attack power +{{atk}:.0%},,,
,,,,4,37,5,30,,Attack power +{{atk}:.0%},,,
,,,,5,37,5,30,,Attack power +{{atk}:.0%},,,
,,,,6,37,5,30,,Attack power +{{atk}:.0%},,,
,,,,7,35,10,30,,Attack power +{{atk}:.0%},,,
,,,,8,34,10,30,,Attack power +{{atk}:.0%},,,
,,,,9,33,10,30,,Attack power +{{atk}:.0%},,,
,,,,10,30,15,30,,Attack power +{{atk}:.0%},,,
Specter,5,skchr_ghost_2,Fractured Body,1,45,20,10,Regen over time,"Prevents the operator's HP from falling below 1 while the skill is active, Attack power +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends",,,
,,,,2,45,20,10,,"Prevents the operator's HP from falling below 1 while the skill is active, Attack power +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends",,,
,,,,3,45,20,10,,"Prevents the operator's HP from falling below 1 while the skill is active, Attack power +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends",,,
,,,,4,45,25,11,,"Prevents the operator's HP from falling below 1 while the skill is active, Attack power +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends",,,
,,,,5,45,25,11,,"Prevents the operator's HP from falling below 1 while the skill is active, Attack power +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends",,,
,,,,6,45,25,11,,"Prevents the operator's HP from falling below 1 while the skill is active, Attack power +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends",,,
,,,,7,43,30,12,,"Prevents the operator's HP from falling below 1 while the skill is active, Attack power +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends",,,
,,,,8,42,30,13,,"Prevents the operator's HP from falling below 1 while the skill is active, Attack power +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends",,,
,,,,9,41,30,14,,"Prevents the operator's HP from falling below 1 while the skill is active, Attack power +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends",,,
,,,,10,40,35,15,,"Prevents the operator's HP from falling below 1 while the skill is active, Attack power +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends",,,
SilverAsh,6,skchr_svrash_1,Powerful Strike·Type γ,1,4,0,0,Regen on attack,The next attack deals {{atk_scale}:.0%} damage,,,
,,,,2,4,0,0,,The next attack deals {{atk_scale}:.0%} damage,,,
,,,,3,4,0,0,,The next attack deals {{atk_scale}:.0%} damage,,,
,,,,4,3,0,0,,The next attack deals {{atk_scale}:.0%} damage,,,
,,,,5,3,0,0,,The next attack deals {{atk_scale}:.0%} damage,,,
,,,,6,3,0,0,,The next attack deals {{atk_scale}:.0%} damage,,,
,,,,7,3,0,0,,The next attack deals {{atk_scale}:.0%} damage,,,
